images,classes,xmls
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_21_04.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.26 14_21_04.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 13_22_55.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.17 13_22_55.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 15_04_20.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 14_34_43.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 08_48_50.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 09_46_22.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 08_56_46.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 13_43_49.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_27_22.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 09_54_57.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.16 09_54_57.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_55_06.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.26 14_55_06.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 14_18_50.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_06_02.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_21_16.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 13_38_55.jpg,破边,../data/xuelang_round1_answer_a_20180808/破边/J01_2018.06.28 13_38_55.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 13_28_52.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 10_16_08.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.22 10_16_08.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_18_51.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 15_03_08.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 09_12_33.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.27 09_12_33.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_42_40.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 10_23_52.jpg,嵌结,../data/xuelang_round1_answer_a_20180808/嵌结/J01_2018.06.17 10_23_52.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 09_53_32.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_42_51.jpg,弓纱,../data/xuelang_round1_answer_a_20180808/弓纱/J01_2018.06.25 14_42_51.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 10_01_28.jpg,织稀,../data/xuelang_round1_answer_a_20180808/织稀/J01_2018.06.23 10_01_28.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 08_46_30.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 08_51_14.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.22 08_51_14.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 15_16_28.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 13_42_20.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 15_27_30.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.25 15_27_30.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 13_21_00.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 16_11_37.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.22 16_11_37.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 09_30_55.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.19 09_30_55.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 16_07_05.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_28_16.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 09_47_01.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_48_17.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.25 13_48_17.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 09_36_20.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_28_01.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.25 13_28_01.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 10_33_42.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 14_59_07.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 13_19_57.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.28 13_19_57.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 13_38_06.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 13_51_57.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.13 13_51_57.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 10_21_09.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 10_50_12.jpg,缺纬,../data/xuelang_round1_answer_a_20180808/缺纬/J01_2018.06.16 10_50_12.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_15_47.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 15_29_31.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.22 15_29_31.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 09_06_43.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_13_20.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 09_56_57.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 10_09_14.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 13_48_11.jpg,破洞,../data/xuelang_round1_answer_a_20180808/破洞/J01_2018.06.17 13_48_11.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 15_19_38.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 09_49_33.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 08_50_27.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.25 08_50_27.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 15_02_40.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.27 15_02_40.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 09_45_07.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_43_03.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_28_11.jpg,边扎洞,../data/xuelang_round1_answer_a_20180808/边扎洞/J01_2018.06.26 15_28_11.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 08_46_42.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 13_32_59.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 10_00_41.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.27 10_00_41.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_31_01.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 08_51_53.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 15_39_29.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 15_30_56.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 13_56_15.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 13_26_29.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.27 13_26_29.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 14_42_59.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 15_22_42.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 15_41_41.jpg,毛洞,../data/xuelang_round1_answer_a_20180808/毛洞/J01_2018.06.19 15_41_41.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 10_20_52.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 13_32_51.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_37_56.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 14_13_12.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_22_02.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 09_38_47.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.16 09_38_47.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_22_45.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 10_11_11.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 13_47_58.jpg,破洞,../data/xuelang_round1_answer_a_20180808/破洞/J01_2018.06.17 13_47_58.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 09_23_16.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 14_09_29.jpg,擦毛,../data/xuelang_round1_answer_a_20180808/擦毛/J01_2018.06.17 14_09_29.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_19_50.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 08_44_17.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.20 08_44_17.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 14_09_19.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 09_52_31.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 09_27_21.jpg,缺纬,../data/xuelang_round1_answer_a_20180808/缺纬/J01_2018.06.16 09_27_21.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 13_25_05.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 08_45_04.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 10_05_26.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 09_21_10.jpg,线印,../data/xuelang_round1_answer_a_20180808/线印/J01_2018.06.17 09_21_10.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_07_19.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 14_02_00.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 09_07_21.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 14_46_52.jpg,毛斑,../data/xuelang_round1_answer_a_20180808/毛斑/J01_2018.06.27 14_46_52.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 13_55_10.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 13_50_17.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 13_50_31.jpg,扎洞,../data/xuelang_round1_answer_a_20180808/扎洞/J01_2018.06.27 13_50_31.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_12_34.jpg,织稀,../data/xuelang_round1_answer_a_20180808/织稀/J01_2018.06.26 14_12_34.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 09_57_56.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_46_12.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 15_43_08.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 14_02_07.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 09_06_45.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 16_07_43.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.22 16_07_43.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 13_14_33.jpg,织稀,../data/xuelang_round1_answer_a_20180808/织稀/J01_2018.06.17 13_14_33.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 09_00_20.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 09_55_43.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.17 09_55_43.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_14_55.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 13_37_13.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_24_29.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.25 13_24_29.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 09_58_00.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.16 09_58_00.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 08_43_59.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_49_12.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 09_00_32.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 09_39_54.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 10_01_31.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 14_59_02.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_17_23.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 14_02_18.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 10_07_00.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_47_09.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.28 15_47_09.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 14_14_50.jpg,黄渍,../data/xuelang_round1_answer_a_20180808/黄渍/J01_2018.06.17 14_14_50.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 08_53_56.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 08_59_16.jpg,油渍,../data/xuelang_round1_answer_a_20180808/油渍/J01_2018.06.17 08_59_16.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 08_48_42.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.22 08_48_42.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 13_38_37.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 08_46_14.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 09_39_20.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_03_16.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_39_50.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_49_40.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 13_29_11.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 15_16_22.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_25_03.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_37_45.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_18_08.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.22 14_18_08.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_29_30.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 09_41_46.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 14_14_00.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 13_49_38.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 13_48_38.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.27 13_48_38.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 10_18_51.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 09_06_17.jpg,破边,../data/xuelang_round1_answer_a_20180808/破边/J01_2018.06.17 09_06_17.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 09_03_30.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 10_26_09.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 14_21_19.jpg,边扎洞,../data/xuelang_round1_answer_a_20180808/边扎洞/J01_2018.06.28 14_21_19.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 15_51_43.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 14_00_55.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.27 14_00_55.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_02_50.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.28 15_02_50.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 14_01_56.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.13 14_01_56.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 08_55_19.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 14_57_29.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.27 14_57_29.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_50_37.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.26 15_50_37.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 13_19_11.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 13_25_48.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.23 13_25_48.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_06_48.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.25 14_06_48.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 14_02_18.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.19 14_02_18.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_20_14.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 08_49_37.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 10_19_00.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 10_02_34.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_15_27.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.22 14_15_27.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 10_35_34.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_53_53.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 13_43_25.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.13 13_43_25.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 14_04_33.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 14_03_50.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_38_35.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.25 13_38_35.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 08_46_22.jpg,油渍,../data/xuelang_round1_answer_a_20180808/油渍/J01_2018.06.16 08_46_22.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 13_27_38.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_04_18.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 14_05_34.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 13_26_40.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.23 13_26_40.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 08_45_46.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.22 08_45_46.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 13_51_14.jpg,缺经,../data/xuelang_round1_answer_a_20180808/缺经/J01_2018.06.17 13_51_14.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 09_07_42.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 14_56_41.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.17 14_56_41.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 09_18_27.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.27 09_18_27.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 13_55_05.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 14_22_01.jpg,蒸呢印,../data/xuelang_round1_answer_a_20180808/蒸呢印/J01_2018.06.13 14_22_01.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 08_39_42.jpg,边洞,../data/xuelang_round1_answer_a_20180808/边洞/J01_2018.06.19 08_39_42.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 15_38_27.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.20 15_38_27.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 13_40_12.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 08_49_46.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_14_43.jpg,吊经,../data/xuelang_round1_answer_a_20180808/吊经/J01_2018.06.28 15_14_43.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_59_11.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 08_53_25.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 13_22_38.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 10_10_20.jpg,织稀,../data/xuelang_round1_answer_a_20180808/织稀/J01_2018.06.27 10_10_20.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 09_25_19.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 14_42_07.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 10_08_15.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.25 10_08_15.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_53_09.jpg,缺经,../data/xuelang_round1_answer_a_20180808/缺经/J01_2018.06.26 14_53_09.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_08_24.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 15_33_38.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 08_58_55.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 10_17_26.jpg,破边,../data/xuelang_round1_answer_a_20180808/破边/J01_2018.06.16 10_17_26.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 15_12_48.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.13 14_46_00.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 14_17_09.jpg,织稀,../data/xuelang_round1_answer_a_20180808/织稀/J01_2018.06.20 14_17_09.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_41_48.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.16 09_05_22.jpg,换纱印,../data/xuelang_round1_answer_a_20180808/换纱印/J01_2018.06.16 09_05_22.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_23_58.jpg,缺纬,../data/xuelang_round1_answer_a_20180808/缺纬/J01_2018.06.26 15_23_58.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.23 14_01_34.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.23 14_01_34.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 09_51_08.jpg,缺经,../data/xuelang_round1_answer_a_20180808/缺经/J01_2018.06.17 09_51_08.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 10_10_34.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_20_48.jpg,缺经,../data/xuelang_round1_answer_a_20180808/缺经/J01_2018.06.25 13_20_48.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 09_58_51.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.25 09_58_51.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 14_28_20.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 08_52_08.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_34_15.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 08_55_32.jpg,擦洞,../data/xuelang_round1_answer_a_20180808/擦洞/J01_2018.06.26 08_55_32.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_36_56.jpg,边扎洞,../data/xuelang_round1_answer_a_20180808/边扎洞/J01_2018.06.26 15_36_56.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 10_30_36.jpg,粗纱,../data/xuelang_round1_answer_a_20180808/粗纱/J01_2018.06.25 10_30_36.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 14_56_03.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 14_19_04.jpg,油渍,../data/xuelang_round1_answer_a_20180808/油渍/J01_2018.06.20 14_19_04.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.17 15_51_55.jpg,线印,../data/xuelang_round1_answer_a_20180808/线印/J01_2018.06.17 15_51_55.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.25 13_53_08.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 15_22_15.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.28 13_19_22.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.22 15_48_47.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.22 15_48_47.xml
../data/xuelang_round1_test_a_20180709/J01_2018.06.20 14_35_22.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_16_21.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_46_32.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 14_59_33.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 15_50_56.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.26 09_17_03.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 14_02_30.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.27 08_52_48.jpg,正常,0
../data/xuelang_round1_test_a_20180709/J01_2018.06.19 15_37_59.jpg,跳花,../data/xuelang_round1_answer_a_20180808/跳花/J01_2018.06.19 15_37_59.xml
